commit,high_confidence,medium_confidence,low_confidence,high_severity,medium_severity,low_severity,unique_cwes
c1076748ebb1a58ab4d97ab23383e7e256f0ab3b,340,2,0,0,6,336,"[330, 78, 22, 605, 703]"
c488c6c91c5e13cd936d86fa5c1d1dfaf75f1a1c,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
c58e37c0736d08d8210a8f5ea6a9c68254bdd000,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
c90183aa5c211e0f7aaf55879bd2892536131165,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
cb769d3eaabff75606a595b9c8831011ec94f99e,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
cbff3322e940f9797697dfaa4b159b63af043602,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
d035e4acde892673c8e734ac96f4da153a735433,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
d6c56871ec94668644a802a906a85bc5d99380e2,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
d6d78f1843e2df5464277ffc05fc1bd4f7d5edca,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
d8e0149e287403174a2d66637b10ecf3d0a3d804,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
e065ecfc33aeef19d83070ff30d4cffdf0d5e143,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
e40855f71a91f4a7a1bda4a1e1a51fd05f3f5e3e,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
e4142aceaf799cdfdc4f9c3ec76d476687a26395,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
e497ac2cf7da60c7ff4fe061a053f00d5331b0cb,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
e655f904eae9862083765d2ca65ec55c039e7606,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
e7f887a47390037f37101f403aeb01d379b94580,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
ec6ae3d847cfc3396954108468aa5a46d374ffce,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
ee11937370afe165b664b1d8e28de7be92e334fc,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
ef45b08cdfcd6ee3b5b6ca35449fae2564278ebe,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
ef6a0028fbd2093db0314bf77f25b9b1a3c50460,340,2,0,0,6,336,"[330, 78, 22, 605, 703]"
f26396025c424c424aa792326d6a5fdc890d8284,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
fb76a2deafa7b5c09d1c39eca957da398ddbfb03,336,2,0,0,6,332,"[330, 78, 22, 605, 703]"
